latitude,longitude,location_type,elevation,slope,aspect,aspect_sin,aspect_cos,terrain_ruggedness,distance_to_historical_landslide_km,historical_landslide_density,label
27.242972,88.470556,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,0.95,1
27.161306,88.512944,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,1.27,1
27.179639,88.519778,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,0.72,1
27.149691583678372,88.4754528475226,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,1.3403289159384963,0.3978873577297384,0
27.222733353464292,88.56733187786834,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,2.2332372428434644,0.0,0
27.163637245736922,88.55867741566658,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,2.7464332548217345,0.0,0
27.254778,88.542444,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,1.27,1
27.180427701823035,88.5455592356945,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,1.2387816486697916,0.3183098861837907,0
27.240391820008565,88.46310114017906,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,0.790873699212893,0.477464829275686,0
27.207039,88.446667,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,0.24,1
27.245139,88.524444,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,1.03,1
27.15150402526675,88.45344647037041,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,1.0885275484203751,0.477464829275686,0
27.240265145069174,88.55983379042603,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,1.8127109949052471,0.15915494309189535,0
27.179,88.533139,HISTORICAL_FAILURE,306.95,13.38,279.29,-0.9868839065636126,0.16143157982793477,23.139499999999998,1.24,18.5,1
27.260860694804535,88.57357892910188,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,1.1225123852696963,0.238732414637843,0
27.181340451746344,88.46185679339634,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,1.2420710030282698,0.238732414637843,0
27.236361,88.50875,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,1.03,1
27.24773587618975,88.5095728757639,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,1.1909316805552936,0.8753521870054244,0
27.274583,88.550028,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,0.56,1
27.251639,88.531361,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,1.11,1
27.20685047699377,88.52952369701046,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,3.117406600978755,0.0,0
27.161917,88.509639,HISTORICAL_FAILURE,380.0,18.0,310.0,-0.7660444431189781,0.6427876096865393,30.8,0.0,1.51,1
27.15402588550913,88.54809057363101,STABLE_CONTROL_POINT,380.0,7.2,310.0,-0.7660444431189781,0.6427876096865393,14.600000000000001,2.5506853031108587,0.0,0
